,movieId,title,genres,year,alt_title
64,72,Kicking and Screaming,Comedy|Drama,1995,Kicking and Screaming
65,73,"Misérables, Les",Drama|War,1995,"Misérables, Les"
66,74,Bed of Roses,Drama|Romance,1996,Bed of Roses
67,75,Big Bully,Comedy|Drama,1996,Big Bully
68,76,Screamers,Action|Sci-Fi|Thriller,1995,Screamers
69,77,Nico Icon,Documentary,1995,Nico Icon
70,78,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995,"Crossing Guard, The"
71,79,"Juror, The",Drama|Thriller,1996,"Juror, The"
72,80,"White Balloon, The",Children|Drama,1995,Badkonake sefid
73,81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995,Things to Do in Denver When You're Dead
74,82,Antonia's Line,Comedy|Drama,1995,Antonia
75,83,Once Upon a Time... When We Were Colored,Drama|Romance,1995,Once Upon a Time... When We Were Colored
76,85,Angels and Insects,Drama|Romance,1995,Angels and Insects
77,86,White Squall,Action|Adventure|Drama,1996,White Squall
78,87,Dunston Checks In,Children|Comedy,1996,Dunston Checks In
79,88,Black Sheep,Comedy,1996,Black Sheep
80,89,Nick of Time,Action|Thriller,1995,Nick of Time
81,92,Mary Reilly,Drama|Horror|Thriller,1996,Mary Reilly
82,93,Vampire in Brooklyn,Comedy|Horror|Romance,1995,Vampire in Brooklyn
83,94,Beautiful Girls,Comedy|Drama|Romance,1996,Beautiful Girls
84,95,Broken Arrow,Action|Adventure|Thriller,1996,Broken Arrow
85,96,In the Bleak Midwinter,Comedy|Drama,1995,In the Bleak Midwinter
86,97,Hate,Crime|Drama,1995,"Haine, La"
87,99,Heidi Fleiss: Hollywood Madam,Documentary,1995,Heidi Fleiss: Hollywood Madam
88,100,City Hall,Drama|Thriller,1996,City Hall
89,101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,Bottle Rocket
90,102,Mr. Wrong,Comedy,1996,Mr. Wrong
91,103,Unforgettable,Mystery|Sci-Fi|Thriller,1996,Unforgettable
92,104,Happy Gilmore,Comedy,1996,Happy Gilmore
93,105,"Bridges of Madison County, The",Drama|Romance,1995,"Bridges of Madison County, The"
94,106,Nobody Loves Me,Comedy|Drama,1994,Keiner liebt mich
95,107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996,Muppet Treasure Island
96,108,Catwalk,Documentary,1996,Catwalk
97,110,Braveheart,Action|Drama|War,1995,Braveheart
98,111,Taxi Driver,Crime|Drama|Thriller,1976,Taxi Driver
99,112,Rumble in the Bronx,Action|Adventure|Comedy|Crime,1995,Hont faan kui
100,113,Before and After,Drama|Mystery,1996,Before and After
101,116,Anne Frank Remembered,Documentary,1995,Anne Frank Remembered
102,117,"Young Poisoner's Handbook, The",Crime|Drama,1995,"Young Poisoner's Handbook, The"
103,118,If Lucy Fell,Comedy|Romance,1996,If Lucy Fell
104,119,"Steal Big, Steal Little",Comedy,1995,"Steal Big, Steal Little"
105,121,"Boys of St. Vincent, The",Drama,1992,"Boys of St. Vincent, The"
106,122,Boomerang,Comedy|Romance,1992,Boomerang
107,123,Chungking Express,Drama|Mystery|Romance,1994,Chung Hing sam lam
108,125,Flirting With Disaster,Comedy,1996,Flirting With Disaster
109,126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,"NeverEnding Story III, The"
110,128,Jupiter's Wife,Documentary,1994,Jupiter's Wife
111,129,Pie in the Sky,Comedy|Romance,1996,Pie in the Sky
112,132,Jade,Thriller,1995,Jade
113,135,Down Periscope,Comedy,1996,Down Periscope
114,137,Man of the Year,Documentary,1995,Man of the Year
115,140,Up Close and Personal,Drama|Romance,1996,Up Close and Personal
116,141,"Birdcage, The",Comedy,1996,"Birdcage, The"
117,144,"Brothers McMullen, The",Comedy,1995,"Brothers McMullen, The"
118,145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,Bad Boys
119,146,"Amazing Panda Adventure, The",Adventure|Children,1995,"Amazing Panda Adventure, The"
120,147,"Basketball Diaries, The",Drama,1995,"Basketball Diaries, The"
121,148,"Awfully Big Adventure, An",Drama,1995,"Awfully Big Adventure, An"
122,149,Amateur,Crime|Drama|Thriller,1994,Amateur
123,150,Apollo 13,Adventure|Drama|IMAX,1995,Apollo 13
124,151,Rob Roy,Action|Drama|Romance|War,1995,Rob Roy
125,152,"Addiction, The",Drama|Horror,1995,"Addiction, The"
126,153,Batman Forever,Action|Adventure|Comedy|Crime,1995,Batman Forever
127,154,Beauty of the Day,Drama,1967,Belle de jour
128,155,Beyond Rangoon,Adventure|Drama|War,1995,Beyond Rangoon
129,156,Blue in the Face,Comedy|Drama,1995,Blue in the Face
130,157,Canadian Bacon,Comedy|War,1995,Canadian Bacon
131,158,Casper,Adventure|Children,1995,Casper
132,159,Clockers,Crime|Drama|Mystery,1995,Clockers
133,160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,Congo
134,161,Crimson Tide,Drama|Thriller|War,1995,Crimson Tide
135,162,Crumb,Documentary,1994,Crumb
136,163,Desperado,Action|Romance|Western,1995,Desperado
137,164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,Devil in a Blue Dress
138,165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995,Die Hard: With a Vengeance
139,166,"Doom Generation, The",Comedy|Crime|Drama,1995,"Doom Generation, The"
140,168,First Knight,Action|Drama|Romance,1995,First Knight
141,169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,Free Willy 2: The Adventure Home
142,170,Hackers,Action|Adventure|Crime|Thriller,1995,Hackers
143,171,Jeffrey,Comedy|Drama,1995,Jeffrey
144,172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,Johnny Mnemonic
145,173,Judge Dredd,Action|Crime|Sci-Fi,1995,Judge Dredd
146,174,Jury Duty,Comedy,1995,Jury Duty
147,175,Kids,Drama,1995,Kids
148,176,Living in Oblivion,Comedy,1995,Living in Oblivion
149,177,Lord of Illusions,Horror,1995,Lord of Illusions
150,178,Love & Human Remains,Comedy|Drama,1993,Love & Human Remains
151,179,Mad Love,Drama|Romance,1995,Mad Love
152,180,Mallrats,Comedy|Romance,1995,Mallrats
153,181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995,Mighty Morphin Power Rangers: The Movie
154,183,Mute Witness,Comedy|Horror|Thriller,1994,Mute Witness
155,184,Nadja,Drama,1994,Nadja
156,185,"Net, The",Action|Crime|Thriller,1995,"Net, The"
157,186,Nine Months,Comedy|Romance,1995,Nine Months
158,187,Party Girl,Comedy,1995,Party Girl
159,188,"Prophecy, The",Fantasy|Horror|Mystery,1995,"Prophecy, The"
160,189,Reckless,Comedy|Fantasy,1995,Reckless
161,190,Safe,Thriller,1995,Safe
162,191,"Scarlet Letter, The",Drama|Romance,1995,"Scarlet Letter, The"
163,193,Showgirls,Drama,1995,Showgirls
164,194,Smoke,Comedy|Drama,1995,Smoke
165,195,Something to Talk About,Comedy|Drama|Romance,1995,Something to Talk About
166,196,Species,Horror|Sci-Fi,1995,Species
167,198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,Strange Days
168,199,"Umbrellas of Cherbourg, The",Drama|Musical|Romance,1964,"Parapluies de Cherbourg, Les"
169,201,Three Wishes,Drama|Fantasy,1995,Three Wishes
170,202,Total Eclipse,Drama|Romance,1995,Total Eclipse
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,"To Wong Foo, Thanks for Everything! Julie Newmar"
172,204,Under Siege 2: Dark Territory,Action,1995,Under Siege 2: Dark Territory
173,205,Unstrung Heroes,Comedy|Drama,1995,Unstrung Heroes
174,206,Unzipped,Documentary,1995,Unzipped
175,207,"Walk in the Clouds, A",Drama|Romance,1995,"Walk in the Clouds, A"
176,208,Waterworld,Action|Adventure|Sci-Fi,1995,Waterworld
177,209,White Man's Burden,Drama,1995,White Man's Burden
178,210,Wild Bill,Western,1995,Wild Bill
179,211,"Browning Version, The",Drama,1994,"Browning Version, The"
180,212,Bushwhacked,Adventure|Comedy|Crime|Mystery,1995,Bushwhacked
181,213,Burnt by the Sun,Drama,1994,Utomlyonnye solntsem
182,214,Before the Rain,Drama|War,1994,Pred dozhdot
183,215,Before Sunrise,Drama|Romance,1995,Before Sunrise
184,216,Billy Madison,Comedy,1995,Billy Madison
185,217,"Babysitter, The",Drama|Thriller,1995,"Babysitter, The"
186,218,Boys on the Side,Comedy|Drama,1995,Boys on the Side
187,219,"Cure, The",Drama,1995,"Cure, The"
188,220,Castle Freak,Horror,1995,Castle Freak
189,222,Circle of Friends,Drama|Romance,1995,Circle of Friends
190,223,Clerks,Comedy,1994,Clerks
191,224,Don Juan DeMarco,Comedy|Drama|Romance,1995,Don Juan DeMarco
192,225,Disclosure,Drama|Thriller,1994,Disclosure
193,227,Drop Zone,Action|Thriller,1994,Drop Zone
194,228,Destiny Turns on the Radio,Comedy,1995,Destiny Turns on the Radio
195,229,Death and the Maiden,Drama|Thriller,1994,Death and the Maiden
196,230,Dolores Claiborne,Drama|Thriller,1995,Dolores Claiborne
197,231,Dumb & Dumber,Adventure|Comedy,1994,Dumb and Dumber
198,232,Eat Drink Man Woman,Comedy|Drama|Romance,1994,Yin shi nan nu
199,233,Exotica,Drama,1994,Exotica
200,234,Exit to Eden,Comedy,1994,Exit to Eden
201,235,Ed Wood,Comedy|Drama,1994,Ed Wood
202,236,French Kiss,Action|Comedy|Romance,1995,French Kiss
203,237,Forget Paris,Comedy|Romance,1995,Forget Paris
204,238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1995,Far From Home: The Adventures of Yellow Dog
205,239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,"Goofy Movie, A"
206,240,Hideaway,Thriller,1995,Hideaway
207,241,Fluke,Children|Drama,1995,Fluke
208,242,Farinelli: il castrato,Drama|Musical,1994,Farinelli: il castrato
209,243,Gordy,Children|Comedy|Fantasy,1995,Gordy
210,246,Hoop Dreams,Documentary,1994,Hoop Dreams
211,247,Heavenly Creatures,Crime|Drama,1994,Heavenly Creatures
212,248,Houseguest,Comedy,1994,Houseguest
213,249,Immortal Beloved,Drama|Romance,1994,Immortal Beloved
214,250,Heavyweights,Children|Comedy,1995,Heavy Weights
215,251,"Hunted, The",Action,1995,"Hunted, The"
216,252,I.Q.,Comedy|Romance,1994,I.Q.
217,253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,Interview with the Vampire: The Vampire Chronicles
218,254,Jefferson in Paris,Drama,1995,Jefferson in Paris
219,255,"Jerky Boys, The",Comedy,1995,"Jerky Boys, The"
220,256,Junior,Comedy|Sci-Fi,1994,Junior
221,257,Just Cause,Mystery|Thriller,1995,Just Cause
222,258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,"Kid in King Arthur's Court, A"
223,259,Kiss of Death,Crime|Drama|Thriller,1995,Kiss of Death
224,260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,Star Wars: Episode IV - A New Hope
225,261,Little Women,Drama,1994,Little Women
226,262,"Little Princess, A",Children|Drama,1995,"Little Princess, A"
227,263,Ladybird Ladybird,Drama,1994,Ladybird Ladybird
228,265,Like Water for Chocolate,Drama|Fantasy|Romance,1992,Como agua para chocolate
229,266,Legends of the Fall,Drama|Romance|War|Western,1994,Legends of the Fall
230,267,Major Payne,Comedy,1995,Major Payne
231,269,My Crazy Life,Drama,1993,Mi vida loca
232,270,Love Affair,Drama|Romance,1994,Love Affair
233,271,Losing Isaiah,Drama,1995,Losing Isaiah
234,272,"Madness of King George, The",Comedy|Drama,1994,"Madness of King George, The"
235,273,Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi,1994,Frankenstein
236,274,Man of the House,Comedy,1995,Man of the House
237,275,Mixed Nuts,Comedy,1994,Mixed Nuts
238,276,Milk Money,Comedy|Romance,1994,Milk Money
239,277,Miracle on 34th Street,Drama,1994,Miracle on 34th Street
240,278,Miami Rhapsody,Comedy,1995,Miami Rhapsody
241,279,My Family,Drama,1995,My Family
242,280,Murder in the First,Drama|Thriller,1995,Murder in the First
243,281,Nobody's Fool,Comedy|Drama|Romance,1994,Nobody's Fool
244,282,Nell,Drama,1994,Nell
245,283,New Jersey Drive,Crime|Drama,1995,New Jersey Drive
246,284,New York Cop,Action|Crime,1993,Nyû Yôku no koppu
247,285,Beyond Bedlam,Drama|Horror,1993,Beyond Bedlam
248,287,Nina Takes a Lover,Comedy|Romance,1994,Nina Takes a Lover
249,288,Natural Born Killers,Action|Crime|Thriller,1994,Natural Born Killers
250,289,Only You,Comedy|Romance,1994,Only You
251,290,Once Were Warriors,Crime|Drama,1994,Once Were Warriors
252,291,Poison Ivy II,Drama|Thriller,1996,Poison Ivy II
253,292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,Outbreak
254,293,Léon: The Professional,Action|Crime|Drama|Thriller,1994, The Professional
255,294,"Perez Family, The",Comedy|Romance,1995,"Perez Family, The"
256,295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,"Pyromaniac's Love Story, A"
257,296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,Pulp Fiction
258,298,Pushing Hands,Drama,1992,Tui shou
259,299,Priest,Drama,1994,Priest
260,300,Quiz Show,Drama,1994,Quiz Show
261,301,Picture Bride,Drama|Romance,1994,Bijo photo
262,302,Queen Margot,Drama|Romance,1994,"Reine Margot, La"
263,303,"Quick and the Dead, The",Action|Thriller|Western,1995,"Quick and the Dead, The"
264,304,Roommates,Comedy|Drama,1995,Roommates
265,305,Ready to Wear,Comedy,1994,Pret-A-Porter
266,306,Three Colors: Red,Drama,1994,Trois couleurs: Rouge
267,307,Three Colors: Blue,Drama,1993,Trois couleurs: Bleu
268,308,Three Colors: White,Comedy|Drama,1994,Trzy kolory: Bialy
269,310,Rent-a-Kid,Comedy,1995,Rent-a-Kid
270,311,Relative Fear,Horror|Thriller,1994,Relative Fear
271,312,Stuart Saves His Family,Comedy,1995,Stuart Saves His Family
272,313,"Swan Princess, The",Animation|Children,1994,"Swan Princess, The"
273,314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,"Secret of Roan Inish, The"
274,315,"Specialist, The",Action|Drama|Thriller,1994,"Specialist, The"
275,316,Stargate,Action|Adventure|Sci-Fi,1994,Stargate
276,317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,"Santa Clause, The"
277,318,"Shawshank Redemption, The",Crime|Drama,1994,"Shawshank Redemption, The"
278,319,Shallow Grave,Comedy|Drama|Thriller,1994,Shallow Grave
279,320,Suture,Film-Noir|Thriller,1993,Suture
280,321,Strawberry and Chocolate,Drama,1993,Fresa y chocolate
281,322,Swimming with Sharks,Comedy|Drama,1995,Swimming with Sharks
282,324,"Sum of Us, The",Comedy|Drama,1994,"Sum of Us, The"
283,325,National Lampoon's Senior Trip,Comedy,1995,National Lampoon's Senior Trip
284,326,To Live,Drama,1994,Huozhe
285,327,Tank Girl,Action|Comedy|Sci-Fi,1995,Tank Girl
286,328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995,Tales from the Crypt Presents: Demon Knight
287,329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994,Star Trek: Generations
288,330,Tales from the Hood,Action|Crime|Horror,1995,Tales from the Hood
289,331,Tom & Viv,Drama,1994,Tom & Viv
290,332,Village of the Damned,Horror|Sci-Fi,1995,Village of the Damned
291,333,Tommy Boy,Comedy,1995,Tommy Boy
292,334,Vanya on 42nd Street,Drama,1994,Vanya on 42nd Street
293,335,Underneath,Mystery|Thriller,1995,Underneath
294,336,"Walking Dead, The",Drama|War,1995,"Walking Dead, The"
295,337,What's Eating Gilbert Grape,Drama,1993,What's Eating Gilbert Grape
296,338,Virtuosity,Action|Sci-Fi|Thriller,1995,Virtuosity
297,339,While You Were Sleeping,Comedy|Romance,1995,While You Were Sleeping
298,340,"War, The",Adventure|Drama|War,1994,"War, The"
299,341,Double Happiness,Drama,1994,Double Happiness
300,342,Muriel's Wedding,Comedy,1994,Muriel's Wedding
301,343,"Baby-Sitters Club, The",Children,1995,"Baby-Sitters Club, The"
302,344,Ace Ventura: Pet Detective,Comedy,1994,Ace Ventura: Pet Detective
303,345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,"Adventures of Priscilla, Queen of the Desert, The"
304,346,Backbeat,Drama|Musical,1993,Backbeat
305,347,Bitter Moon,Drama|Film-Noir|Romance,1992,Bitter Moon
306,348,Bullets Over Broadway,Comedy,1994,Bullets Over Broadway
307,349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994,Clear and Present Danger
308,350,"Client, The",Drama|Mystery|Thriller,1994,"Client, The"
309,351,"Corrina, Corrina",Comedy|Drama|Romance,1994,"Corrina, Corrina"
310,352,Crooklyn,Comedy|Drama,1994,Crooklyn
311,353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,"Crow, The"
312,354,Cobb,Drama,1994,Cobb
313,355,"Flintstones, The",Children|Comedy|Fantasy,1994,"Flintstones, The"
314,356,Forrest Gump,Comedy|Drama|Romance|War,1994,Forrest Gump
315,357,Four Weddings and a Funeral,Comedy|Romance,1994,Four Weddings and a Funeral
316,358,Higher Learning,Drama,1995,Higher Learning
317,359,I Like It Like That,Comedy|Drama|Romance,1994,I Like It Like That
318,360,I Love Trouble,Action|Comedy,1994,I Love Trouble
319,361,It Could Happen to You,Comedy|Drama|Romance,1994,It Could Happen to You
320,362,"Jungle Book, The",Adventure|Children|Romance,1994,"Jungle Book, The"
321,363,"Wonderful, Horrible Life of Leni Riefenstahl, The",Documentary,1993,"Macht der Bilder: Leni Riefenstahl, Die"
322,364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994,"Lion King, The"
323,365,Little Buddha,Drama,1993,Little Buddha
324,366,Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,1994,"Nightmare on Elm Street Part 7: Freddy's Finale, A"
325,367,"Mask, The",Action|Comedy|Crime|Fantasy,1994,"Mask, The"
326,368,Maverick,Adventure|Comedy|Western,1994,Maverick
327,369,Mrs. Parker and the Vicious Circle,Drama,1994,Mrs. Parker and the Vicious Circle
328,370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994,Naked Gun 33 1/3: The Final Insult
329,371,"Paper, The",Comedy|Drama,1994,"Paper, The"
330,372,Reality Bites,Comedy|Drama|Romance,1994,Reality Bites
331,373,Red Rock West,Thriller,1992,Red Rock West
332,374,Richie Rich,Children|Comedy,1994,Richie Rich
333,376,"River Wild, The",Action|Thriller,1994,"River Wild, The"
334,377,Speed,Action|Romance|Thriller,1994,Speed
335,378,Speechless,Comedy|Romance,1994,Speechless
336,379,Timecop,Action|Sci-Fi|Thriller,1994,Timecop
337,380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994,True Lies
338,381,When a Man Loves a Woman,Drama|Romance,1994,When a Man Loves a Woman
339,382,Wolf,Drama|Horror|Romance|Thriller,1994,Wolf
340,383,Wyatt Earp,Western,1994,Wyatt Earp
341,384,Bad Company,Action|Crime|Drama,1995,Bad Company
342,385,"Man of No Importance, A",Drama,1994,"Man of No Importance, A"
343,386,S.F.W.,Drama,1994,S.F.W.
344,387,"Low Down Dirty Shame, A",Action|Comedy,1994,"Low Down Dirty Shame, A"
345,388,Boys Life,Drama,1995,Boys Life
346,389,"Colonel Chabert, Le",Drama|Romance|War,1994,"Colonel Chabert, Le"
347,390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965,Faster Pussycat! Kill! Kill!
348,391,Jason's Lyric,Crime|Drama,1994,Jason's Lyric
349,393,Street Fighter,Action|Adventure|Fantasy,1994,Street Fighter
350,405,Highlander III: The Sorcerer,Action|Fantasy,1994, Highlander: The Final Dimension
351,406,Federal Hill,Drama,1994,Federal Hill
352,407,In the Mouth of Madness,Horror|Thriller,1995,In the Mouth of Madness
353,408,8 Seconds,Drama,1994,8 Seconds
354,409,Above the Rim,Crime|Drama,1994,Above the Rim
355,410,Addams Family Values,Children|Comedy|Fantasy,1993,Addams Family Values
356,412,"Age of Innocence, The",Drama,1993,"Age of Innocence, The"
357,413,Airheads,Comedy,1994,Airheads
358,414,"Air Up There, The",Comedy,1994,"Air Up There, The"
359,415,Another Stakeout,Comedy|Thriller,1993,Another Stakeout
360,416,Bad Girls,Western,1994,Bad Girls
361,417,Barcelona,Comedy|Romance,1994,Barcelona
362,418,Being Human,Drama,1993,Being Human
363,419,"Beverly Hillbillies, The",Comedy,1993,"Beverly Hillbillies, The"
364,420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994,Beverly Hills Cop III
365,421,Black Beauty,Adventure|Children|Drama,1994,Black Beauty
366,422,Blink,Thriller,1994,Blink
367,423,Blown Away,Action|Thriller,1994,Blown Away
368,424,Blue Chips,Drama,1994,Blue Chips
369,425,Blue Sky,Drama|Romance,1994,Blue Sky
370,426,Body Snatchers,Horror|Sci-Fi|Thriller,1993,Body Snatchers
371,427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993,Boxing Helena
372,428,"Bronx Tale, A",Drama,1993,"Bronx Tale, A"
373,429,Cabin Boy,Comedy,1994,Cabin Boy
374,430,Calendar Girl,Comedy|Drama,1993,Calendar Girl
375,431,Carlito's Way,Crime|Drama,1993,Carlito's Way
376,432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994,City Slickers II: The Legend of Curly's Gold
377,433,Clean Slate,Comedy,1994,Clean Slate
378,434,Cliffhanger,Action|Adventure|Thriller,1993,Cliffhanger
379,435,Coneheads,Comedy|Sci-Fi,1993,Coneheads
380,436,Color of Night,Drama|Thriller,1994,Color of Night
381,437,Cops and Robbersons,Comedy,1994,Cops and Robbersons
382,438,"Cowboy Way, The",Action|Comedy|Drama,1994,"Cowboy Way, The"
383,440,Dave,Comedy|Romance,1993,Dave
384,441,Dazed and Confused,Comedy,1993,Dazed and Confused
385,442,Demolition Man,Action|Adventure|Sci-Fi,1993,Demolition Man
386,444,Even Cowgirls Get the Blues,Comedy|Romance,1993,Even Cowgirls Get the Blues
387,445,Fatal Instinct,Comedy,1993,Fatal Instinct
388,446,Farewell My Concubine,Drama|Romance,1993,Ba wang bie ji
389,448,Fearless,Drama,1993,Fearless
390,449,Fear of a Black Hat,Comedy,1994,Fear of a Black Hat
391,450,With Honors,Comedy|Drama,1994,With Honors
392,451,Flesh and Bone,Drama|Mystery|Romance,1993,Flesh and Bone
393,452,Widows' Peak,Drama,1994,Widows' Peak
394,453,For Love or Money,Comedy|Romance,1993,For Love or Money
395,454,"Firm, The",Drama|Thriller,1993,"Firm, The"
396,455,Free Willy,Adventure|Children|Drama,1993,Free Willy
397,456,Fresh,Crime|Drama|Thriller,1994,Fresh
398,457,"Fugitive, The",Thriller,1993,"Fugitive, The"
399,458,Geronimo: An American Legend,Drama|Western,1993,Geronimo: An American Legend
400,459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994,"Getaway, The"
401,460,Getting Even with Dad,Comedy,1994,Getting Even with Dad
402,461,Go Fish,Drama|Romance,1994,Go Fish
403,464,Hard Target,Action|Adventure|Crime|Thriller,1993,Hard Target
404,466,Hot Shots! Part Deux,Action|Comedy|War,1993,Hot Shots! Part Deux
405,467,Live Nude Girls,Comedy,1995,Live Nude Girls
406,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995,"Englishman Who Went Up a Hill But Came Down a Mountain, The"
