lyrics,artist
"Do you know who you're fuckin with?

The ill niggas!
You're fuckin with the kill niggas!
You're fuckin with the hard liquor!
You're fuckin with the bitch dickas!

You're fuckin with the cash makin, life takin, overlord,
Street hustlin, quick bustin, snitch dustin, body dumpin, gauge pumpin,
Clean dresser, mic blesser, shallow graves are in the desert,
Fuckin with my niggas from the Central, why? You'll die!
I can make ya missin fuckin with the unforgiven,
Cop killer, blood spiller, but still a million seller.
Run and tell your fuckin mother,
Body Count is on the cover, of Murder Monthly,
Bitch best back up off me.

You're fuckin with BC.
You're fuckin with BC.
You're fuckin with BC.
Do you know who you're fuckin with?

Ghetto dwellin, drug sellin, pussy suckin, hard fuckin,
Drive by'n, do or die'n, bitch smackin, cash stackin,
Switch hittin, game spittin, hustlin's how I make my livin,
Hit ridin, pit fightin, motherfuckin street titan.
Gang related, frustated, gun tote'n, ransome note'n,
Park muggin, born thuggin, jewelry wearer, hood terror.
Steppin's where you made your error,
Now you're bleedin, heart speedin.
Now you feel your life leavin,
Yo, your fuckin mom's grievin.

The ill niggas!
The kill niggas!

Benz mashin, club crashin, high fashion, jewelry bashin,
Child snatcher, hoe catcher, neck slasher.
Mic rippin, set trippin, coke boilin, gun oil'n,
Car jackin, head crackin, bank robbin, roof jobbin,
Laser scope'n, hostage ropin,
Known to get your safe open,
Shoot you in your back nigga, the hair trigga.
Banana clip loader, LAPD get my fuckin folder,
Known killer, jaw sweller, feds dug up my fuckin cellar.
Drama maker, law breaker, violent talker, pig stalker,
Shot gunner, drug runner, blowin up this fuckin summer.
Handgrenade'n, home invadin, vest wearin, cold starin,
Body Count the street vets, known to get your chest wet!

Do you know who you're fuckin with?

The ill niggas!
You're fuckin with the kill niggas!
You're fuckin with the hard liquor!
You're fuckin with the bitch dickas!
Do you know who you're fuckin with?",Body+Count
"Do you know who you're fuckin with?

The ill niggas!
You're fuckin with the kill niggas!
You're fuckin with the hard liquor!
You're fuckin with the bitch dickas!

You're fuckin with the cash makin, life takin, overlord,
Street hustlin, quick bustin, snitch dustin, body dumpin, gauge pumpin,
Clean dresser, mic blesser, shallow graves are in the desert,
Fuckin with my niggas from the Central, why? You'll die!
I can make ya missin fuckin with the unforgiven,
Cop killer, blood spiller, but still a million seller.
Run and tell your fuckin mother,
Body Count is on the cover, of Murder Monthly,
Bitch best back up off me.

You're fuckin with BC.
You're fuckin with BC.
You're fuckin with BC.
Do you know who you're fuckin with?

Ghetto dwellin, drug sellin, pussy suckin, hard fuckin,
Drive by'n, do or die'n, bitch smackin, cash stackin,
Switch hittin, game spittin, hustlin's how I make my livin,
Hit ridin, pit fightin, motherfuckin street titan.
Gang related, frustated, gun tote'n, ransome note'n,
Park muggin, born thuggin, jewelry wearer, hood terror.
Steppin's where you made your error,
Now you're bleedin, heart speedin.
Now you feel your life leavin,
Yo, your fuckin mom's grievin.

The ill niggas!
The kill niggas!

Benz mashin, club crashin, high fashion, jewelry bashin,
Child snatcher, hoe catcher, neck slasher.
Mic rippin, set trippin, coke boilin, gun oil'n,
Car jackin, head crackin, bank robbin, roof jobbin,
Laser scope'n, hostage ropin,
Known to get your safe open,
Shoot you in your back nigga, the hair trigga.
Banana clip loader, LAPD get my fuckin folder,
Known killer, jaw sweller, feds dug up my fuckin cellar.
Drama maker, law breaker, violent talker, pig stalker,
Shot gunner, drug runner, blowin up this fuckin summer.
Handgrenade'n, home invadin, vest wearin, cold starin,
Body Count the street vets, known to get your chest wet!

Do you know who you're fuckin with?

The ill niggas!
You're fuckin with the kill niggas!
You're fuckin with the hard liquor!
You're fuckin with the bitch dickas!
Do you know who you're fuckin with?",Body+Count
"Last days,
Last days.

As I stare off the stage and try to
Understand why you feel that I am
Someone you can id with, how?
When you and I come from two totally polar opposite lifestyles.
Under normal circumstances I would be
Waking you and your rich parents up at gunpoint.
Demanding the combination to the wall safe.
While your little sister screams suffering from pistol-whipped pain.
Or looking back at you in a courtroom
Filled with absolutely none of my peers.
Why are you here? Is this some voyeuristic bullshit?
See black man sing?
Or maybe, just maybe, you've been subjected to so many audio drive by's
And gang shootings that you yourself have
Become numb to the pain like me.
And you, check this out, have become
Insane from overdoses of reality.
Well stomach this, at the rate we're
Going right now white boy, yeah you, you
And I will die holding each other's throats.
That's real, the world's at war, we're at war.
Check yourself, don't be me check your goddamn self.
It's goin' down 1997, see the light, red
Lasers rip through my neighborhood at night, time is short.
Homocide is the number one sport.

Last days,
Last days,
These are the last days.

So now that all the reality's soaked, I and
You start to reanalyze every word I ever said, am I a racist?
Or am I just someone who tells it how the f*ck it is?
Well the truth of the thing is I was raised on crime.
Walking through an environment so filled with so much hate,
Honesty I do not feel that you are able to
Comprehend the magnitude of the evil.
But trip this, there were no white faces there.
Just black on black genocide.
The only white men there were the cops
That showed up late in the fourth to outline
The teenaged bodies in chalk.
So who do I hate? Do I hate you? Do I hate myself?
Or possibly am I intelligent enough to only
Hold the conditions of the ghetto itself to blame? - Not!
Who creates the conditions?
Who stops affirmative action and welfare?
Who loves the 3 strikes law?
Didn't see 'em at the Million Man March,
Or the three hundred and fifty-thousand
Man march, let your daddy tell it.
There's a lotta lies out there, what side ya on?
Armageddon is near,
I am the fourth rider of the apocalypse, recognize game.

Last days, these are the last days.
Last days, these are the last days.
Last days, these are the last days.
Last days.

(But maybe I'm all wrong, maybe everything is ok.
Maybe we're all just gonna get along.
Maybe I'm trippin', maybe life is perfect - yeah right)

I hate you, you hate me, and what does that equal?
It equals nothing, and that's exactly what we're gonna have,
Nothing, I we don't make a change soon,
And who am I to tell you anything?
I ain't nobody but a brother from South Central,
Who's had the opportunity to go around the world,
And I found out that we're all not really that different.
Racism is the number one enemy of earth.
There's only one race, the human race,
And if we don't get it together soon, this song is true.
We are all living in the last days.",Body+Count
"Bodycount
Body muthafuckin' count",Body+Count
"1994 BC Rise

[Chorus:]
Masters of revenge
Masters of payback
Inciters of chaos
Messengers of rage

All we wanna do to you
Is what you did to us
All we wanna take from you
Is what you stole from us

[Chorus]
Bodycount

You can't kill us
We're already dead
You can't kill us
We're already dead
You can't kill the truth
You're already dead

[Chorus]
Bodycount

You took my past
I want your future
You took your future
You took my parents
We want your children

[Chorus]
Boducount

There can never be justice
On stolen land
There's nowhere to run
You can't excape fate

[Chorus]
Bodycount

Payback muthafuckas",Body+Count
"No
Help

It's the killin' floor, killin' floor
Yeah
Ah
Killin' floor
No
Killin' floor
Ah
Killin' floor

Bodycount muthafuckas",Body+Count
"No, help
It's the killin' floor, killin' floor
Yeah, ah, killin' floor

No, killin' floor
Ah, killin' floor
Body count muthaf***as",Body+Count
"Look outside my window,
I still see a fucked up world
Waking up to helicopter and car alarams,
Does this happen where you live?
Gunshots sound in my my mind
I don't flinch anymore
When I see niggas in my hood,
They're holdin' their dicks tight

Yo, f*ck my landlord
I'm a step away from clearing this shotgun
To erase the problem
Does this happen where you live?
Just had steak and lobster last night
Now I gotta rob a liquor store
But it seems so normal
Because it's necessary evil

[Chorus]

Car hit my dog, babies die, raped in a
Stairwell, cop killed a little girl,
Armed robbery, shooter of a drive-by,
Smokin' cain, sellin' joints in jr High
Head from a minor, sex with animals,
Butthole surfers, a fucked up rehearsal,
Lost pawn ticket, wrecked my father's car
Can't pay my school loan, major jack move,
Holy underwear
Stuck in the pen, forced in a gang, plain
Wrapped food,
Fucked up presidents, sleepin' through trash day
Hit a police car, gettin' laid off, gotta pay
Taxes, gridlock traffic,
Jealous muthafuckas, bitch tried to do me,
Hit and run,
I got a fat bitch pregnant

Necessary evil

Little white kid with a cool-aid smile
Training wheels on his bike thought the
Called me a nigga
Pushed that little bastard in traffic so graphic,
He was holdin' his bike tight
He was a victim of fucked up explaining
An american example of fucked training
When the fuckin' bus connected, he flew like knievel
I was just necessary evil

[Chorus]

Necessary evil",Body+Count
"You killed my fuckin' brotha
Payback muthafucka
1 - 8 - 7 nigga
Watch me pull this fuckin' trigga

Revenge

Drive-by",Body+Count
"Oh am I dreamin' ?
Oh am I dreamin' ?
Am I alone ?
Oh am I dreamin' ?
Am I alone ?
Yeah

I like to wait 'til late night, 'til you
Muthafuckas sleep
I crawl in through your window and I
Muthafuckin' creep
I catch you little punk ass kids asleep in your beds,
And I take out my knife and I cut off your
Muthafuckin' heads
I want your last breath
I want your last breath

[Chorus]
You're not dreamin'
You're not alone

Oh I want your last breath, your
Last breath, your last breath
I want your last breath

So you go downstairs to see if everything is alright
You're afraid you're alone and it's late on a rainy night
Are you asleep or awake you don't know
As you turn around,
And my rusty blade cuts you open and you hit the ground
I want your last breath
I want your last breath

[Chorus]

You're no dreamin'",Body+Count
"Hey Joe,
Where you goin' with that gun in your hand ?
Hey Joe,
Where you goin' with that gun in your hand ?

Goin' down to shot my old lady
You know I caught her mess around with another man,
Goin' down to shot my old lady
You know I caught her mess around with another man,
That ain't too good

Hey Joe,
Heard you shot your woman down,
Hey Joe,
Heard you shot your lady down,

Yes I did, I shot her
You know, I caught that girl mess around town

Yes I did, I shot her
You know, I caught that girl mess around town
I took out my gun,
Then I shot her

I shot her

Hey Joe,
Where you gonna run to now?
Hey Joe,
Where you gonna run to now?
Where you gonna go?

Goin' way down south,
Way down to mexico way
Goin' way down south,
Way down where I can be free,

Ain't no hangman gonna,
Get a rope around me,
Ain't no hangman gonna,
Get a rope around me",Body+Count
"[Chorus]
You give me for honor (graves)
Where your soldeirs lay (graves)
They're so far away (graves)
The home of the brave (graves)

I won't die in your bullshit wars no more
I won't fight to my death for you
I won't watch my poor mama cry no more
Muthafuck your red, white and blue

[Chorus]

Thousands of men go to war to fight for
Politics which they don't understand
Murder people who they never met
When they make it home they're
Considered a vet
Fire drops from the sky as the young boys die

Far from home, all alone, it's a sin
All you get in return in a shit shallow grave
Cause in war there's no way you can win

Mia, yeah right, you think they give a f*ck,
You're just pawns in the game off the board
Brainwashed to the point where you kill at
The drop of a dime
But it's not called a crime
Vietnam, persian gulf, did we win ? Did we lose ?
Thousands die, human beings you choose
Once in you're owned by the man,
Uncle sam is his name, you're his slave,
Shallow graves

[Chorus]

You give me for honor",Body+Count
"Yeah Yeah

Murder, death

As I search to analyze reality, the true
Meaning of life,
Out simple existence means nothing
God has a gun, the truth, life is a slow noose
He's invincible
Better watch his knife,
There is no escape from the slow kill
When it's time to go god serves a death blow,
You have no choice, don't even try
The only choice is suicide

Surviving the game

No escape

No one's ever escaped

Die",Body+Count
"You say that I hang out all night, that's okay,
'Cause you drink all muthafuckin' day
You come home hit mom, smack mom, beat mom,
Raise another brew to your face with you
Swollen palm
Then you come in my room talkin' crazy shit
Sayin' I'm high, I'm on dope and I better quit
Muthafucka, if I was high you would die,
Hit my mom once more and it's bye-bye

Who are you tryin' to judge me?
Get the f*ck out my face
Who put you so above me?
Clear the f*ck out my space

You say that I want sex all the time
That's all that seems to be on my muthafuckin' mind
Well that's right I want sex all the time
That's all that seems to be on my muthafuckin' mind
Well that's right I want sex every minute,
Every hour of the day,
Of the week, all the muthafuckin' time
But hold up who are you tryin' to talk shit,
You'll hit your knees suckin' dick with a quickness
In the park, dark, car, grass, lickin' nuts,
Suckin' butt,
With your tongue up my fuckin' ass,

Who are you tryin' to judge me?
Get the f*ck out my face
Who put you so above me?
Clear the f*ck out my space

Get the f*ck out my face

Yeah

Who are you tryin' to judge me?
Get the f*ck out my face
Who put you so above me?
Clear the f*ck out my space

You need to stay the f*ck out my face
Stay the f*ck out my got damnned face",Body+Count
"You say that I hang out all night, that's okay,
'Cause you drink all muthafuckin' day
You come home hit mom, smack mom, beat mom,
Raise another brew to your face with you
Swollen palm
Then you come in my room talkin' crazy shit
Sayin' I'm high, I'm on dope and I better quit
Muthafucka, if I was high you would die,
Hit my mom once more and it's bye-bye
Chorus:
Who are you tryin' to judge me ?
Get the f*ck out my face
Who put you so above me ?
Clear the f*ck out my space
You say that I want sex all the time
That's all that seems to be on my muthafuckin' mind
Well that's right I want sex all the time
That's all that seems to be on my muthafuckin' mind
Well that's right I want sex every minute,
Every hour of the day,
Of the week, all the muthafuckin' time
But hold up who are you tryin' to talk shit,
You'll hit your knees suckin' dick with a quickness
In the park, dark, car, grass, lickin' nuts,
Suckin' butt,
With your tongue up my fuckin' ass,
Chorus
Get the f*ck out my face
Yeah
Chorus
You need to stay the f*ck out my face
Stay the f*ck out my got damnned face",Body+Count
"Drugs, liquor, drugs

I love to smoke crack
I love to shoot smack
I love to fuckin' drink
I love my smoke when it stinks
I need it in my veins
I need it in my brain
What has it done to me,
Street lobotomy

[Chorus]
My brain melted down
Brain melted down lobotomy

Need some more dope man
Yeah got
Any acid dude
Got any ludes

[Chorus]

Drugs, liquor, drugs ?

I love to do blow
That's the way to go
You got some PCP ?
How 'bout some LSD ?
I'm havin' lots of fun
I might as well use a gun
Don't even ask my why
Maybe I want to die

[Chorus]",Body+Count
"1994 BC still in the house They did
Everything they could do to take us out
But like any good monster that just made us stronger
You see, they don't like us and they don't like you,
The BC fan,
'Cause they know we stand for three things
Truth, justice and f*ck the American way
That word justice got me fucked up though
Twenty cops in the street, two go to jail
Thousands of people died in wars
Overseas and it's justice ?
You think they give a f*ck about us ?
You're a fool

Born yellow,
Born brown,
Born red,
Born black,
Born dead
Dead
Born dead

Born Asian,
Born Jewish,
Born Latino,
Born poor,
Born dead
Dead
Born dead

But you don't hear me though

Dead
New York , Atlanta, Chicago, Oakland, Miami, Detroit

Every day I gotta get out my muthafuckin' bed,
Put on my muthafuckin' gun,
Down in my muthafuckin' gun,
Down in my muthafuckin' pants, 'cause
Muthafucka's out here is trippin'

How the f*ck you gonna get up every morning
Tryin' to worry about if you gonna make it to the next evening
Do you understand ?
Sometimes we take for granted
The little things like food, like freedom

Born in Somalia,
Born in south America,
Born in south Africa,
Born in south central,
Born dead
Dead

Born dead",Body+Count
"Look outside my window,
I still see a fucked up world
Waking up to helicopter and car alarams,
Does this happen where you live?
Gunshots sound in my my mind
I don't flinch anymore
When I see niggas in my hood,
They're holdin' their dicks tight

Yo, f*ck my landlord
I'm a step away from clearing this shotgun
To erase the problem
Does this happen where you live?
Just had steak and lobster last night
Now I gotta rob a liquor store
But it seems so normal
Because it's necessary evil

[Chorus]

Car hit my dog, babies die, raped in a
Stairwell, cop killed a little girl,
Armed robbery, shooter of a drive-by,
Smokin' cain, sellin' joints in jr High
Head from a minor, sex with animals,
Butthole surfers, a fucked up rehearsal,
Lost pawn ticket, wrecked my father's car
Can't pay my school loan, major jack move,
Holy underwear
Stuck in the pen, forced in a gang, plain
Wrapped food,
Fucked up presidents, sleepin' through trash day
Hit a police car, gettin' laid off, gotta pay
Taxes, gridlock traffic,
Jealous muthafuckas, bitch tried to do me,
Hit and run,
I got a fat bitch pregnant

Necessary evil

Little white kid with a cool-aid smile
Training wheels on his bike thought the
Called me a nigga
Pushed that little bastard in traffic so graphic,
He was holdin' his bike tight
He was a victim of fucked up explaining
An american example of fucked training
When the fuckin' bus connected, he flew like knievel
I was just necessary evil

[Chorus]

Necessary evil",Body+Count
"Body Count, Body Count, Body Count, Body Count,
Body Count, Body Count, Body Count.

BC, BC, BC, BC, (muthafucka)
BC, BC, BC, BC,
BC, BC, BC, BC,
BC, BC, BC, BC.

Body Count, Body Count, Body Count, Body Count,
Body Count, Body Count, Body Count, Body Count.

BC, BC, BC, BC,
BC, BC, BC, BC,
BC, BC, BC, BC,
BC, BC, BC, BC.",Body+Count
"You killed my fuckin' brotha
Payback muthafucka
1 - 8 - 7 nigga
Watch me pull this fuckin' trigga

Revenge

Drive-by",Body+Count
"There goes the neighborhood.

Here come them fuckin' niggas
With their fancy cars.
Who gave them fuckin' niggas
Those rock guitars?
Who let 'em in the club?
Did you make 'em pay?
Who let 'em on the stage?
Whose lettin' 'em play?

Don't they know rock's just for whites
Don't they know the rules?
Those niggas are too hard core
This shit ain't cool.
Those blacks want everything
In the fuckin' world
That nigga plays so good
He took my muthafuckin' girl
There goes the neighborhood.

There goes the neighborhoooooood,
There goes the neighborhood,
There goes the neighborhood
There goes the neighborhood.

Da, Da, Da, Da, Da

We're here,
We ain't goin' nowhere.
We're movin' right next door to you,
Body Count, muthafucka.
And those of you that don't like it
Can suck, my muthafuckin' dick, ha, ha, ha, ha.

There goes the neighborhood!
Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha
There goes the neighborhood!
Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha
There goes the neightborhoooooood!
There goes the neighborhood!
Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha
There goes the neighborhood!

Here come them fuckin' niggas
With their fancy cars.
Who gave them fuckin' niggas
Those rock guitars?
Who let 'em in the club?
Did you make 'em pay?
Who let 'em on the stage?
Whose lettin' 'em play?
Don't they know rock's just for whites
Don't they know the rules?
Those niggas are too hard core
This shit ain't cool.
Those blacks want everything in the fuckin' world.
That nigga plays so good,
He took my muthafuckin' girl.
There goes the neighborhood
There, there, there, there goes the neighborhood.",Body+Count
"Purple haze 
All in my brain
Lately things don't seem the same
Acting funny but I don't know why
Excuse me while I kiss the sky

Purple Haze all around
Don't know if 
I'm climbing up or down
Am I happy or in misery
Whatever it is 
That girl put a spell on me

Help me 
Help me
Purple haze all in my eyes
Don't know if it's day or night
You got me blown 
Blown my mind
Is it tomorrow or the end of time

Help me 
Help me",Body+Count
"Hey Joe,
Where you goin' with that gun in your hand ?
Hey Joe,
Where you goin' with that gun in your hand ?

Goin' down to shot my old lady
You know I caught her mess around with another man,
Goin' down to shot my old lady
You know I caught her mess around with another man,
That ain't too good

Hey Joe,
Heard you shot your woman down,
Hey Joe,
Heard you shot your lady down,

Yes I did, I shot her
You know, I caught that girl mess around town

Yes I did, I shot her
You know, I caught that girl mess around town
I took out my gun,
Then I shot her

I shot her

Hey Joe,
Where you gonna run to now?
Hey Joe,
Where you gonna run to now?
Where you gonna go?

Goin' way down south,
Way down to mexico way
Goin' way down south,
Way down where I can be free,

Ain't no hangman gonna,
Get a rope around me,
Ain't no hangman gonna,
Get a rope around me",Body+Count
"Yo Moose, stop the car right here.
Alright, give it here, give it here.
No man let me do it, cool ice.
Stay in the car man, stay in the car. Stay in the car.

Uh, hi officers, um, we had a flat tire back there.
Do you think you guys could help us out?
""Naw, that's not my job. My job's not to help your fuckin' ass out.""
I mean, um, you know I don't have any other way to get home.
""That's not my job, asshole.""
Well uh, could you tell me what your job is?
""Right now my job is eatin' these doughnuts, or maybe...
hey, wait a minute. Aren't you...""

Yup.",Body+Count
"Body Count, Body Count.
Body Count, Body Count. (Yeah muthafuckaaaa!)
Body Count, Body Count.
Body Count, Body Count.
Body Count, Body Count.
Body Count, Body Count, nigga!

Body Count, Body Count.
Body Count, Body Count.
Body Count, Body Count.
Body Count, Body Count.

Body Count, Body Count.
Body Count, Body Body Body Count.
Body Count, Body Count.
Body Count, Body Count.

Body Count.
Body Count.
Body Count.
Body Count.
Body Count.
Body Count.
Body Count.
Body Count.

Awwwwwwwwww shit
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.

Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.

On the bass I got my main muthafucka called Mooseman.
Layin' the rhythm tracks I got the one and only infamous D-Roc.
On the drums I got the one and only Beatmaster V muthafucka.
On lead guitars I got my nigga Ernie C.
And I'm Ice Mother Fuckin' T, bitch.

Come on come on, make some noise.
Yeah, goddamn it.
Come on, come on, come on, come on.
Come on.

Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.

Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.
Body Count's in the house, Body Count.

Uh!
Yeah!
Uh!

Come on!
Yeah!
Make some noise!

BC, BC BC.

Body Count, muthafuckas!
Body Count's in the house, Body Count.",Body+Count
"This weekend,
Seventeen youths killed in gang homicides.
Now sports.",Body+Count
"You know sometimes I sit at home, you know,
And I watch t.v. and I wonder what it would be like
To live someplace like, you know, the cosby show,
Ozzie and harriet, you know, where
Cops come and got your cat outta the tree
All your friends died of old age,
But you see, I live in south central los angeles and unfortunately...
Shit ain't like that! it's real fucked up!

Goddamn what a brotha gotta do
To get a message through
To the red, white and blue?
What I gotta die
Before you realize
I was a brotha with open eyes?
The world's insane
While you drink champagne
And I'm livin' in black rain.
You try to ban the a.k.,
I got ten of 'em stashed
With a case of hand grenades.

Tell us what to do... f*ck you!
Tell us what to do... f*ck you!
Tell us what to do... f*ck you!
Tell us what to do... f*ck you!

You know what you'd do
If a kid got killed on the way to school
Or a cop shot your kid in the backyard.
Shit would hit the fan, muthafucka
And it would hit real hard.
I hear it every night, another gunfight,
The tension mounts,
On with the body count.

Yo, beatmaster ""v"", take these muthafuckas
To south central.

Ha ha.
Yeah
F*ck that.

I hear it every night,
Another gunfight,
The tension mounts,
On with the body count.

Last weekend thirty-seven kids killed in gang warfare,
In my backyard.

No!
No!
No!

Yo, ernie c., take these muthafuckas home.

Yeah.

Yeah, we in the house, body count fools, 1991 muthafuckas.

I hear it every night,
Another gunfight,
The tension mounts,

On with the body count.

Goddamn what a brotha gotta do
To get a message through
To the red, white and you?
What I gotta die before you realize
I was a nigga with open eyes?
The world's insane
While you drink champagne
And I'm livin' in black rain,
Don't you hear the guns
You stupid, dumb, dick suckin', bum politicians.

Tell us what to do... f*ck you!
Tell us what to do... f*ck you!
The tension mounts...",Body+Count
"A statistic:
At this moment,
There are more black males in prison
Than in college.",Body+Count
"Out one night, yo, just chillin' out with my crew
We were actin' wild
'Cause I didn't have nothin' else better to do.
Got a nine at my waist
Stay out my fuckin' face.
You f*ck with me
Right here'll be your resting place.
Some ol' sucka, yo, he tried to put a move on me
I shot him in the face,
Murder, in the first degree.
Now I'm sweatin', regrettin',
That's not for me
They got me locked in the fuckin' penitentiary.

Bowels of the devil,
Let me tell you what the muthafucka eats,
Its stomach's filled with lost souls
Guts made out of steel and concrete.
Bowels of the devil,
Listen close, 'cause I've been there before
And you don't want to die there,
They call it goin' out the back door,
The back door, the back door, the back door.

Walked in the club all the ho's gave me the sex look
They like a nigga like me 'cause I'm a known crook,
And my posse's down, we don't mess around,
You f*ck with us,
You'll be six feet underground.
That night they got me locked in a row called death
The governor, that muthafucka wants my last breath.
That's right, homeboy wanted to pull a switch on me
Up here in this fuckin' penitentiary.

Bowels of the devil,
Let me tell you what the sucka eats,
Its stomach's filled with my homeboys
Guts made out of steel and concrete.
Bowels of the devil,
Listen close, 'cause I've been there before
And you don't want to die there,
They call it goin' out the back door,
The back door, the back door, the back door. Yeah!

Bowels of the devil,
Let me tell you what the muthafucka eats,
Its stomach's filled with my homeboys
Guts made out of steel and concrete.
Bowels of the devil,
Listen close, 'cause I've been there before
And you don't want to die there,
They call it goin' out the back door,
The bowels of the devil,
Let me tell you what that sucka eats,
Its stomach's filled with lost souls
Guts made out of steel and concrete.
Bowels of the devil,
Listen close, 'cause I've been there before
And you don't want to die there,
They call it goin' out the back door,
The back door, the back door, the back door.",Body+Count
"The problem isn't the lyrics on the records.
It's the fear of the white kids liking a black artist.
But the real problem is the fear of the white girl
falling in love with the black man.",Body+Count
"Aw yeah, what's up out there? BC's in the house. Right
About now, I want to tell you a little love story, you know
What I'm sayin', this is a Body Count love story check out
The lyrics, you know, I'm a tell you 'bout what happened
When we went down South last year on tour.

Out on tour yo, I been all around the world
Went to Georgia, met this fine-assed white girl,
Blonde hair, blue eyes, big tits and thighs,
The kinda girl that would knock out most guys.
She got wild in the backstage bathroom,
Sucked my dick like a muthafuckin' vacuum,
Said ""I love you, but my daddy don't play,
He's the fuckin' grand wizard of the KKK.""

I, I, I love my KKK bitch, love it when she sucks me though,
I, I, I love my KKK bitch, love it when she fucks me though,
I, I, I love my KKK bitch, she loves it when I treat her bad,
I, I, I love my KKK bitch, mutha f*ck her dear old dad.

You know what I'm sayin'. So we was down South fallin' in
Love, you know, D-Roc had this Nazi girl, my man
Mooseman had a skinhead, I fell in love with Tipper Gore's
Two twelve year old nieces. It was wild, you know what I'm
Sayin', it got even worse, you know.

So one night they took us to a meetin'
White sheets, white hoods, no room for seatin'
There was Skinheads, Nazi's and crazies,
Talkin' 'bout black people pushin' up daisies.
They hated Blacks, Jews, Puerto Ricans,
Mexicans, Chinese, even the Indians.
We had our hoods on,
We were slick
She pushed her butt up hard against my dick.
Then her daddy jumped on the stage
Talkin' 'bout killin' in a goddamn rage.
I got mad, my dick got hard
Entered in her ass
She said, ""Oh my God!""

I, I, I love my KKK bitch, love it when she fucks me though,
I, I, I love my KKK bitch, love it when she sucks me though,
I, I, I love my KKK bitch, she loves it when I treat her bad,
I, I, I love my KKK bitch, mutha f*ck her dear old dad.

So what we really tryin' to say is Body Count loves
Everybody. We love Mexican girls, Black girls, Oriental girls,
It really don't matter. If you from Mars, and you got a pussy,
We will f*ck you. You know, that's all we're sayin', word.

So every year when Body Count comes around
We throw an orgy in every little Southern town.
KKK's, Skinheads, and Nazi
Girls break their necks
To get to the party.
It ain't like their men can't nut,
Their dick's too little
And they just can't f*ck.
So we get buck wild with the white freaks
We show them how to really work the white sheets.
I know her daddy'll really be after me,
When his grandson's named little Ice-T.

I, I, I love my KKK bitch, love it when she fucks me though,
I, I, I love my KKK bitch, love it when she sucks me though,
I, I, I love my KKK bitch, she loves it when I treat her bad,
I, I, I love my KKK bitch, mutha f*ck her dear old dad.",Body+Count
"Aw yeah, what's up out there? BC's in the house. Right
About now, I want to tell you a little love story, you know
What I'm sayin', this is a Body Count love story check out
The lyrics, you know, I'm a tell you 'bout what happened
When we went down South last year on tour.

Out on tour yo, I been all around the world
Went to Georgia, met this fine-assed white girl,
Blonde hair, blue eyes, big tits and thighs,
The kinda girl that would knock out most guys.
She got wild in the backstage bathroom,
Sucked my dick like a muthafuckin' vacuum,
Said ""I love you, but my daddy don't play,
He's the fuckin' grand wizard of the KKK.""

I, I, I love my KKK bitch, love it when she sucks me though,
I, I, I love my KKK bitch, love it when she fucks me though,
I, I, I love my KKK bitch, she loves it when I treat her bad,
I, I, I love my KKK bitch, mutha f*ck her dear old dad.

You know what I'm sayin'. So we was down South fallin' in
Love, you know, D-Roc had this Nazi girl, my man
Mooseman had a skinhead, I fell in love with Tipper Gore's
Two twelve year old nieces. It was wild, you know what I'm
Sayin', it got even worse, you know.

So one night they took us to a meetin'
White sheets, white hoods, no room for seatin'
There was Skinheads, Nazi's and crazies,
Talkin' 'bout black people pushin' up daisies.
They hated Blacks, Jews, Puerto Ricans,
Mexicans, Chinese, even the Indians.
We had our hoods on,
We were slick
She pushed her butt up hard against my dick.
Then her daddy jumped on the stage
Talkin' 'bout killin' in a goddamn rage.
I got mad, my dick got hard
Entered in her ass
She said, ""Oh my God!""

I, I, I love my KKK bitch, love it when she fucks me though,
I, I, I love my KKK bitch, love it when she sucks me though,
I, I, I love my KKK bitch, she loves it when I treat her bad,
I, I, I love my KKK bitch, mutha f*ck her dear old dad.

So what we really tryin' to say is Body Count loves
Everybody. We love Mexican girls, Black girls, Oriental girls,
It really don't matter. If you from Mars, and you got a pussy,
We will f*ck you. You know, that's all we're sayin', word.

So every year when Body Count comes around
We throw an orgy in every little Southern town.
KKK's, Skinheads, and Nazi
Girls break their necks
To get to the party.
It ain't like their men can't nut,
Their dick's too little
And they just can't f*ck.
So we get buck wild with the white freaks
We show them how to really work the white sheets.
I know her daddy'll really be after me,
When his grandson's named little Ice-T.

I, I, I love my KKK bitch, love it when she fucks me though,
I, I, I love my KKK bitch, love it when she sucks me though,
I, I, I love my KKK bitch, she loves it when I treat her bad,
I, I, I love my KKK bitch, mutha f*ck her dear old dad.",Body+Count
